kod,nazwa,dlugosc_geograficzna,szerokosc_geograficzna,nazwa_rzeki,rok_1951,rok_1952,rok_1953,rok_1954,rok_1955,rok_1956,rok_1957,rok_1958,rok_1959,rok_1960,rok_1961,rok_1962,rok_1963,rok_1964,rok_1965,rok_1966,rok_1967,rok_1968,rok_1969,rok_1970,rok_1971,rok_1972,rok_1973,rok_1974,rok_1975,rok_1976,rok_1977,rok_1978,rok_1979,rok_1980,rok_1981,rok_1982,rok_1983,rok_1984,rok_1985,rok_1986,rok_1987,rok_1988,rok_1989,rok_1990,rok_1991,rok_1992,rok_1993,rok_1994,rok_1995,rok_1996,rok_1997,rok_1998,rok_1999,rok_2000,rok_2001,rok_2002,rok_2003,rok_2004,rok_2005,rok_2006,rok_2007,rok_2008,rok_2009,rok_2010,rok_2011,rok_2012,rok_2013,rok_2014,rok_2015,rok_2016,rok_2017,rok_2018,rok_2019,rok_2020,rok_2021,rok_2022,rok_2023,rok_2024,rok_2025,rok_2026,rok_2027,rok_2028,rok_2029,rok_2030
215,SZCZECINEK,16 44 48,53 42 53,GWDA,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5502,SZCZEKOCINY,19 48,50 38,PILICA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2803,SZCZUCZYN,22 17,53 34,BIEBRZA,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2702,SZCZYTNO,21 01,53 35,OMULEW,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,K,K,K,N,N,N,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,K,N,K,K,K,K,K,K,K,K,K,K,N,K,K,K,K,K,K,K,K,K,K,K,K,N,-,-,-,-,-,-,-,-,-,-,-,-
3801,SZEPIETOWO,22 33,52 51,NURZEC,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,-,-,-,-
5103,SZKLARSKA PORĘBA,15 32,50 50,BÓBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,K,K,K,N,-,-,N,N,K,K,N,K,K,K,K,N,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4102,SZPROTAWA,15 32,51 34,BÓBR,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,N,K,K,K,K,K,K,K,K,K,K,N,K,N,K,K,K,K,K,K,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2402,ŚLIWICE,18 11,53 42,WDA,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510,ŚNIEŻKA,15 44 22,50 44 10,BÓBR,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3706,ŚWIDER,21 15,52 07,ŚWIDER,-,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5202,ŚWIDNICA,16 28,50 51,BYSTRZYCA,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5101,ŚWIERADÓW-ZDRÓJ,15 20,50 54,KWISA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5404,ŚWIERKLANIEC,18 57,50 26,PRZEMSZA,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2705,ŚWIĘTAJNO,21 13 40,53 33 48,null,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-
5701,ŚWIĘTY KRZYŻ,21 03,50 51,KAMIENNA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,K,K,K,K,K,K,K,K,K,K,K,N,K,K,K,K,N,N,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,-,-,-,-
200,ŚWINOUJŚCIE,14 14 32,53 55 24,PRZYMORZE,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5804,TARNOGRÓD,22 45,50 22,TANEW,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
575,TARNÓW,20 59 04,50 01 48,DUNAJEC,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5205,TARNÓW,16 48,50 35,NYSA KŁODZKA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-
399,TERESPOL,23 37 17,52 04 42,BUG,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6812,TERKA,22 26,49 18,SAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,K,N,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,-,-,-,-,-,-,-,-,-,-,-
1502,TOLKMICKO,19 32,54 19,ZALEW WIŚLANY,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4104,TOMASZÓW BOLESŁAWIECKI,15 41,51 17,BÓBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5902,TOMASZÓW LUBELSKI,23 24,50 27,BUG,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-
3508,TOPOLA-BŁONIE,19 11,52 05,NER,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,K,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
250,TORUŃ,18 35 43,53 02 31,WISŁA,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3001,TRZCIŃSKO-ZDRÓJ,14 36,52 58,TYWA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3105,TRZEBIECHÓW,15 44,52 01,OBRZYCA,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002,TRZEBIEŻ,14 32,53 40,ZALEW SZCZECIŃSKI,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4901,UHNIN,23 02,51 34,TYŚMIENICA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115,USTKA,16 51 15,54 35 18,SŁUPIA,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6502,WADOWICE,19 31,49 53,SKAWA,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3612,WARSZAWA-BABICE,20 54 21,52 16 01,WISŁA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,K,K,K,K,N,N,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3604,WARSZAWA-BIELANY,20 58,52 17,WISŁA,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,-,-,-,-,-,-,-
3611,WARSZAWA-FILTRY,20 59 57,52 13 10,WISŁA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,N,K,N,N,K,K,K,K,K,K,N,K,K,K,K,K,K,N,K,K,K,N,-,-,-,-
3704,WARSZAWA-OBSERWATORIUM,21 02,52 13,WISŁA,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3708,WARSZAWA-OBSERWATORIUM,21 02,52 13,WISŁA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,K,K,K,K,K,K,K,K,N,K,K,K,K,K,N,K,N,K,K,K,K,K,K,K,K,N,-,-,-,-
375,WARSZAWA-OKĘCIE,20 57 40,52 09 46,WISŁA,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5901,WERBKOWICE,23 46,50 45,HUCZWA,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,K,N,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5507,WĘGRZCE,19 59,50 07,WISŁA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,K,K,K,K,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3206,WIELICHOWO,16 21,52 07,OBRA,K,K,N,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,-,-,-,-
5609,WIELICZKA,20 03,50 00,WISŁA,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
455,WIELUŃ,18 33 28,51 12 40,WARTA,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2202,WIERZCHOWO,16 07,53 28,DRAWA,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4203,WIŃSKO,16 37,51 28,BARYCZ,-,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6404,WISŁA,18 52,49 39,WISŁA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4301,WITASZYCE,17 33,51 57,WARTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,K,K,N,N,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6520,WITÓW,19 50,49 20,DUNAJEC,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,N,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4604,WŁOCHÓW,20 37,51 06,PILICA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,K,K,N,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
497,WŁODAWA,23 31 46,51 33 12,BUG,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2602,WROCIKOWO,20 41,53 50,WADĄG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,K,K,K,K,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
424,WROCŁAW-STRACHOWICE,16 54 00,51 06 12,ODRA,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2301,WYCZECHY,17 02,53 41,GWDA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,K,K,K,K,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5801,WYSOKIE,22 40,50 55,WIEPRZ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6707,WYSOWA,21 11,49 26,WISŁOKA,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6801,ZADĄBROWIE,22 49,49 54,SAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,K,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
625,ZAKOPANE,19 57 37,49 17 38,DUNAJEC,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
595,ZAMOŚĆ,23 12 23,50 41 52,WIEPRZ,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5751,ZAWADA,21 29,50 04,WISŁOKA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,-,-,-,-,-,-,-,-
2703,ZAWODZIE,21 24,53 23,OMULEW,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6513,ZAWOJA,19 31,49 37,SKAWA,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,K,N,N,-,-,-,-,-,-,-,-,-,-,-
5505,ZĄBKOWICE,19 17,50 22,PRZEMSZA,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6606,ZBYSZYCE,20 40,49 42,DUNAJEC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
405,ZGORZELEC,15 02,51 08,NYSA ŁUŻYCKA,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4106,ZGORZELEC,15 01 35,51 08 08,NYSA ŁUŻYCKA,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
400,ZIELONA GÓRA,15 31 28,51 55 49,ODRA,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4206,ZYBISZÓW,16 55,51 04,ODRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,K,K,K,K,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6701,ŻARNOWA,21 49,49 53,WISŁOK,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6851,ŻUBRACZE,22 16 07,49 12 23,SAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,N,K,K,K,K,K,K,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6509,ŻYWIEC,19 14,49 43,SOŁA,-,-,-,-,-,-,-,-,-,-,K,K,K,K,K,K,K,K,N,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
